Object Type, Object Color, Object Movement Direction, Object Speed (km/h)
2018-10-14 19:56:14.936672, 1
2018-10-14 19:56:14.936672, 1
2018-10-14 19:56:15.049679, 1
2018-10-14 19:56:15.049679, 1
2018-10-14 19:56:15.158685, 1
2018-10-14 19:56:15.158685, 1
2018-10-14 19:56:15.354696, 1
2018-10-14 19:56:15.354696, 1
2018-10-14 19:56:15.902727, 1
2018-10-14 19:56:15.902727, 1
2018-10-14 19:56:16.030735, 1
2018-10-14 19:56:16.030735, 1
2018-10-14 19:56:16.140741, 1
2018-10-14 19:56:16.140741, 1
2018-10-14 19:56:16.249747, 1
2018-10-14 19:56:16.249747, 1
2018-10-14 19:56:16.358754, 1
2018-10-14 19:56:16.358754, 1
2018-10-14 19:56:16.564765, 1
2018-10-14 19:56:16.564765, 1
2018-10-14 19:56:16.672771, 1
2018-10-14 19:56:16.672771, 1
2018-10-14 19:56:16.779778, 1
2018-10-14 19:56:16.779778, 1
2018-10-14 19:56:16.889784, 1
2018-10-14 19:56:16.889784, 1
2018-10-14 19:56:16.997790, 1
2018-10-14 19:56:16.997790, 1
2018-10-14 19:56:17.119797, 1
2018-10-14 19:56:17.119797, 1
2018-10-14 19:56:17.251805, 1
2018-10-14 19:56:17.251805, 1
2018-10-14 19:56:17.373812, 1
2018-10-14 19:56:17.373812, 1
2018-10-14 19:56:17.498819, 2
2018-10-14 19:56:17.498819, 2
2018-10-14 19:56:17.640827, 2
2018-10-14 19:56:17.640827, 2
2018-10-14 19:56:17.785835, 3
2018-10-14 19:56:17.785835, 3
2018-10-14 19:56:17.925843, 3
2018-10-14 19:56:17.925843, 3
2018-10-14 19:56:18.071851, 3
2018-10-14 19:56:18.071851, 3
2018-10-14 19:56:18.207859, 2
2018-10-14 19:56:18.207859, 2
2018-10-14 19:56:18.352868, 2
2018-10-14 19:56:18.352868, 2
2018-10-14 19:56:18.482875, 2
2018-10-14 19:56:18.482875, 2
2018-10-14 19:56:18.654885, 3
2018-10-14 19:56:18.654885, 3
2018-10-14 19:56:18.795893, 2
2018-10-14 19:56:18.795893, 2
2018-10-14 19:56:18.927900, 1
2018-10-14 19:56:18.927900, 1
2018-10-14 19:56:19.045907, 1
2018-10-14 19:56:19.045907, 1
2018-10-14 19:56:19.158914, 1
